
***** Observations ORDER 1 *****
11 -> 12 : 0.3333333333333333
11 -> 10 : 0.3333333333333333
11 -> 21 : 0.3333333333333333
12 -> 2 : 0.5
12 -> 13 : 0.5
2 -> 92 : 0.5
2 -> 3 : 0.25
2 -> 1 : 0.25
92 -> 82 : 0.25
92 -> 91 : 0.5
92 -> 2 : 0.25
82 -> 83 : 1.0
83 -> 93 : 0.5
83 -> 84 : 0.5
93 -> 83 : 0.2
93 -> 94 : 0.4
93 -> 3 : 0.2
93 -> 92 : 0.2
84 -> 85 : 1.0
85 -> 84 : 0.5
85 -> 95 : 0.5
95 -> 5 : 0.5
95 -> 94 : 0.5
5 -> 6 : 0.5
5 -> 4 : 0.5
6 -> 5 : 1.0
4 -> 14 : 0.2
4 -> 94 : 0.4
4 -> 3 : 0.4
14 -> 24 : 0.5
14 -> 15 : 0.5
24 -> 23 : 1.0
23 -> 13 : 1.0
13 -> 3 : 0.5
13 -> 14 : 0.5
3 -> 4 : 0.4
3 -> 93 : 0.4
3 -> 2 : 0.2
94 -> 93 : 0.4
94 -> 4 : 0.4
94 -> 95 : 0.2
91 -> 92 : 0.5
91 -> 1 : 0.5
90 -> 99 : 1.0
99 -> 89 : 0.5
99 -> 9 : 0.5
89 -> 79 : 0.5
89 -> 99 : 0.5
79 -> 78 : 0.5
79 -> 70 : 0.5
78 -> 79 : 1.0
70 -> 60 : 0.5
70 -> 80 : 0.5
60 -> 70 : 1.0
80 -> 89 : 1.0
9 -> 19 : 1.0
19 -> 18 : 0.5
19 -> 10 : 0.5
18 -> 19 : 1.0
21 -> 20 : 0.5
21 -> 22 : 0.5
20 -> 21 : 1.0
22 -> 12 : 1.0
15 -> 25 : 0.5
15 -> 16 : 0.5
25 -> 15 : 0.4
25 -> 35 : 0.4
25 -> 26 : 0.2
35 -> 25 : 1.0
26 -> 16 : 0.5
26 -> 25 : 0.5
16 -> 15 : 0.25
16 -> 17 : 0.25
16 -> 26 : 0.25
16 -> 6
 : 0.25
17 -> 16 : 1.0


***** Observations ORDER 2 *****
0|10 -> 1 : 1
0|10 -> 90 : 1
1|0 -> 11 : 1
11|1 -> 12 : 1
11|1 -> 10 : 1
12|11 -> 2 : 1
2|12 -> 92 : 1
92|2 -> 82 : 1
92|2 -> 91 : 1
83|82 -> 93 : 1
93|83 -> 83 : 1
83|93 -> 84 : 1
85|84 -> 84 : 1
85|84 -> 95 : 1
95|85 -> 5 : 1
5|95 -> 6 : 1
5|6 -> 4 : 1
4|5 -> 14 : 1
14|4 -> 24 : 1
13|23 -> 3 : 1
3|13 -> 4 : 1
4|3 -> 94 : 1
4|3 -> 3 : 1
94|4 -> 93 : 1
94|4 -> 95 : 1
93|94 -> 94 : 1
93|94 -> 92 : 1
94|93 -> 4 : 2
4|94 -> 3 : 1
4|94 -> 94 : 1
3|4 -> 93 : 1
3|4 -> 2 : 1
93|3 -> 3 : 1
93|3 -> 94 : 1
3|93 -> 4 : 1
2|3 -> 3 : 1
3|2 -> 93 : 1
95|94 -> 94 : 1
94|95 -> 93 : 1
92|93 -> 91 : 1
91|92 -> 92 : 1
91|92 -> 1 : 1
92|91 -> 2 : 1
2|92 -> 92 : 1
1|91 -> 2 : 1
2|1 -> 1 : 1
1|2 -> 11 : 1
10|11 -> 0 : 1
99|90 -> 89 : 1
89|99 -> 79 : 1
79|89 -> 78 : 1
79|78 -> 70 : 1
70|79 -> 60 : 1
70|60 -> 80 : 1
89|80 -> 99 : 1
99|89 -> 9 : 1
19|9 -> 18 : 1
19|18 -> 10 : 1
10|19 -> 11 : 1
11|10 -> 21 : 1
21|11 -> 20 : 1
21|20 -> 22 : 1
12|22 -> 13 : 1
13|12 -> 14 : 1
14|13 -> 15 : 1
15|14 -> 25 : 1
25|15 -> 15 : 1
25|15 -> 35 : 1
15|25 -> 25 : 1
15|25 -> 16 : 1
25|35 -> 26 : 1
25|35 -> 15 : 1
26|25 -> 16 : 1
16|26 -> 15 : 1
15|16 -> 16 : 1
16|15 -> 17 : 1
16|15 -> 6
 : 1
16|17 -> 26 : 1
26|16 -> 25 : 1
25|26 -> 35 : 1


***** Distributions ORDER 2 *****
0|10 -> 1 : 0.5
0|10 -> 90 : 0.5
1|0 -> 11 : 1.0
11|1 -> 12 : 0.5
11|1 -> 10 : 0.5
12|11 -> 2 : 1.0
2|12 -> 92 : 1.0
92|2 -> 82 : 0.5
92|2 -> 91 : 0.5
83|82 -> 93 : 1.0
93|83 -> 83 : 1.0
83|93 -> 84 : 1.0
85|84 -> 84 : 0.5
85|84 -> 95 : 0.5
95|85 -> 5 : 1.0
5|95 -> 6 : 1.0
5|6 -> 4 : 1.0
4|5 -> 14 : 1.0
14|4 -> 24 : 1.0
13|23 -> 3 : 1.0
3|13 -> 4 : 1.0
4|3 -> 94 : 0.5
4|3 -> 3 : 0.5
94|4 -> 93 : 0.5
94|4 -> 95 : 0.5
93|94 -> 94 : 0.5
93|94 -> 92 : 0.5
94|93 -> 4 : 1.0
4|94 -> 3 : 0.5
4|94 -> 94 : 0.5
3|4 -> 93 : 0.5
3|4 -> 2 : 0.5
93|3 -> 3 : 0.5
93|3 -> 94 : 0.5
3|93 -> 4 : 1.0
2|3 -> 3 : 1.0
3|2 -> 93 : 1.0
95|94 -> 94 : 1.0
94|95 -> 93 : 1.0
92|93 -> 91 : 1.0
91|92 -> 92 : 0.5
91|92 -> 1 : 0.5
92|91 -> 2 : 1.0
2|92 -> 92 : 1.0
1|91 -> 2 : 1.0
2|1 -> 1 : 1.0
1|2 -> 11 : 1.0
10|11 -> 0 : 1.0
99|90 -> 89 : 1.0
89|99 -> 79 : 1.0
79|89 -> 78 : 1.0
79|78 -> 70 : 1.0
70|79 -> 60 : 1.0
70|60 -> 80 : 1.0
89|80 -> 99 : 1.0
99|89 -> 9 : 1.0
19|9 -> 18 : 1.0
19|18 -> 10 : 1.0
10|19 -> 11 : 1.0
11|10 -> 21 : 1.0
21|11 -> 20 : 1.0
21|20 -> 22 : 1.0
12|22 -> 13 : 1.0
13|12 -> 14 : 1.0
14|13 -> 15 : 1.0
15|14 -> 25 : 1.0
25|15 -> 15 : 0.5
25|15 -> 35 : 0.5
15|25 -> 25 : 0.5
15|25 -> 16 : 0.5
25|35 -> 26 : 0.5
25|35 -> 15 : 0.5
26|25 -> 16 : 1.0
16|26 -> 15 : 1.0
15|16 -> 16 : 1.0
16|15 -> 17 : 0.5
16|15 -> 6
 : 0.5
16|17 -> 26 : 1.0
26|16 -> 25 : 1.0
25|26 -> 35 : 1.0


***** Observations ORDER 3 *****
11|1.0 -> 12 : 1
92|2.12 -> 82 : 1
85|84.83 -> 84 : 1
85|84.85 -> 95 : 1
4|3.13 -> 94 : 1
94|4.3 -> 93 : 1
93|94.4 -> 94 : 1
4|94.93 -> 3 : 1
4|94.93 -> 94 : 1
3|4.94 -> 93 : 1
93|3.4 -> 3 : 1
4|3.93 -> 3 : 1
3|4.3 -> 2 : 1
93|3.2 -> 94 : 1
94|4.94 -> 95 : 1
93|94.95 -> 92 : 1
91|92.93 -> 92 : 1
92|2.92 -> 91 : 1
91|92.2 -> 1 : 1
11|1.2 -> 10 : 1
0|10.11 -> 90 : 1
25|15.14 -> 15 : 1
15|25.15 -> 25 : 1
25|15.25 -> 35 : 1
25|35.25 -> 26 : 1
25|35.25 -> 15 : 1
16|15.16 -> 17 : 1
15|25.35 -> 16 : 1
16|15.25 -> 6
 : 1


***** Distributions ORDER 3 *****
11|1.0 -> 12 : 1.0
92|2.12 -> 82 : 1.0
85|84.83 -> 84 : 1.0
85|84.85 -> 95 : 1.0
4|3.13 -> 94 : 1.0
94|4.3 -> 93 : 1.0
93|94.4 -> 94 : 1.0
4|94.93 -> 3 : 0.5
4|94.93 -> 94 : 0.5
3|4.94 -> 93 : 1.0
93|3.4 -> 3 : 1.0
4|3.93 -> 3 : 1.0
3|4.3 -> 2 : 1.0
93|3.2 -> 94 : 1.0
94|4.94 -> 95 : 1.0
93|94.95 -> 92 : 1.0
91|92.93 -> 92 : 1.0
92|2.92 -> 91 : 1.0
91|92.2 -> 1 : 1.0
11|1.2 -> 10 : 1.0
0|10.11 -> 90 : 1.0
25|15.14 -> 15 : 1.0
15|25.15 -> 25 : 1.0
25|15.25 -> 35 : 1.0
25|35.25 -> 26 : 0.5
25|35.25 -> 15 : 0.5
16|15.16 -> 17 : 1.0
15|25.35 -> 16 : 1.0
16|15.25 -> 6
 : 1.0


***** Observations ORDER 4 *****
4|94.93.94 -> 3 : 1
4|94.93.3 -> 94 : 1
25|35.25.15 -> 26 : 1
25|35.25.26 -> 15 : 1


***** Distributions ORDER 4 *****
4|94.93.94 -> 3 : 1.0
4|94.93.3 -> 94 : 1.0
25|35.25.15 -> 26 : 1.0
25|35.25.26 -> 15 : 1.0


***** Observations ORDER 1 *****
60 -> 69 : 1
69 -> 68 : 1
68 -> 58 : 1
58 -> 57 : 1
57 -> 67 : 1
67 -> 66 : 1
66 -> 56 : 1
56 -> 46 : 1
56 -> 55 : 1
46 -> 56 : 1
46 -> 45 : 1
55 -> 54 : 4
55 -> 45 : 1
55 -> 65 : 1
54 -> 55 : 3
54 -> 44 : 1
54 -> 53 : 1
54 -> 64 : 1
45 -> 35 : 3
45 -> 55 : 1
35 -> 34 : 2
35 -> 36 : 1
35 -> 45 : 2
34 -> 44 : 1
34 -> 33 : 1
34 -> 35 : 2
44 -> 54 : 1
44 -> 34 : 1
33 -> 34 : 1
33 -> 43 : 1
36 -> 46 : 1
65 -> 64 : 1
65 -> 55 : 1
64 -> 63 : 1
64 -> 74 : 2
64 -> 65 : 1
63 -> 64 : 1
63 -> 73 : 2
74 -> 73 : 2
74 -> 64 : 1
74 -> 75 : 1
73 -> 63 : 2
73 -> 83 : 2
73 -> 72 : 1
73 -> 74 : 1
83 -> 82 : 1
83 -> 73 : 1
83 -> 84 : 1
82 -> 81 : 1
82 -> 92 : 1
81 -> 80 : 1
81 -> 82 : 1
80 -> 90 : 1
80 -> 81 : 1
90 -> 0 : 1
90 -> 80 : 1
0 -> 90 : 1
92 -> 93 : 2
93 -> 92 : 1
93 -> 83 : 1
72 -> 71 : 1
72 -> 73 : 1
71 -> 61 : 1
71 -> 72 : 1
61 -> 71 : 1
84 -> 74 : 1
53 -> 52 : 1
53 -> 43 : 1
53 -> 54 : 1
52 -> 53 : 2
43 -> 33 : 1
43 -> 42 : 1
42 -> 52 : 1
75 -> 85 : 1
85 -> 86 : 1
85 -> 95 : 1
86 -> 96 : 1
96 -> 95 : 1
95 -> 85 : 1
95 -> 94 : 1
95 -> 5
 : 1
94 -> 95 : 1


***** Distributions ORDER 1 *****
60 -> 69 : 1.0
69 -> 68 : 1.0
68 -> 58 : 1.0
58 -> 57 : 1.0
57 -> 67 : 1.0
67 -> 66 : 1.0
66 -> 56 : 1.0
56 -> 46 : 0.5
56 -> 55 : 0.5
46 -> 56 : 0.5
46 -> 45 : 0.5
55 -> 54 : 0.6666666666666666
55 -> 45 : 0.16666666666666666
55 -> 65 : 0.16666666666666666
54 -> 55 : 0.5
54 -> 44 : 0.16666666666666666
54 -> 53 : 0.16666666666666666
54 -> 64 : 0.16666666666666666
45 -> 35 : 0.75
45 -> 55 : 0.25
35 -> 34 : 0.4
35 -> 36 : 0.2
35 -> 45 : 0.4
34 -> 44 : 0.25
34 -> 33 : 0.25
34 -> 35 : 0.5
44 -> 54 : 0.5
44 -> 34 : 0.5
33 -> 34 : 0.5
33 -> 43 : 0.5
36 -> 46 : 1.0
65 -> 64 : 0.5
65 -> 55 : 0.5
64 -> 63 : 0.25
64 -> 74 : 0.5
64 -> 65 : 0.25
63 -> 64 : 0.3333333333333333
63 -> 73 : 0.6666666666666666
74 -> 73 : 0.5
74 -> 64 : 0.25
74 -> 75 : 0.25
73 -> 63 : 0.3333333333333333
73 -> 83 : 0.3333333333333333
73 -> 72 : 0.16666666666666666
73 -> 74 : 0.16666666666666666
83 -> 82 : 0.3333333333333333
83 -> 73 : 0.3333333333333333
83 -> 84 : 0.3333333333333333
82 -> 81 : 0.5
82 -> 92 : 0.5
81 -> 80 : 0.5
81 -> 82 : 0.5
80 -> 90 : 0.5
80 -> 81 : 0.5
90 -> 0 : 0.5
90 -> 80 : 0.5
0 -> 90 : 1.0
92 -> 93 : 1.0
93 -> 92 : 0.5
93 -> 83 : 0.5
72 -> 71 : 0.5
72 -> 73 : 0.5
71 -> 61 : 0.5
71 -> 72 : 0.5
61 -> 71 : 1.0
84 -> 74 : 1.0
53 -> 52 : 0.3333333333333333
53 -> 43 : 0.3333333333333333
53 -> 54 : 0.3333333333333333
52 -> 53 : 1.0
43 -> 33 : 0.5
43 -> 42 : 0.5
42 -> 52 : 1.0
75 -> 85 : 1.0
85 -> 86 : 0.5
85 -> 95 : 0.5
86 -> 96 : 1.0
96 -> 95 : 1.0
95 -> 85 : 0.3333333333333333
95 -> 94 : 0.3333333333333333
95 -> 5
 : 0.3333333333333333
94 -> 95 : 1.0


***** Observations ORDER 2 *****
56|66 -> 46 : 1
46|56 -> 56 : 1
56|46 -> 55 : 1
55|56 -> 54 : 1
54|55 -> 55 : 2
54|55 -> 44 : 1
54|55 -> 53 : 1
55|54 -> 54 : 2
55|54 -> 45 : 1
45|55 -> 35 : 1
35|45 -> 34 : 2
35|45 -> 45 : 1
34|35 -> 44 : 1
34|35 -> 35 : 1
44|34 -> 54 : 1
54|44 -> 55 : 1
44|54 -> 34 : 1
34|44 -> 33 : 1
33|34 -> 34 : 1
34|33 -> 35 : 1
35|34 -> 36 : 1
35|34 -> 45 : 1
46|36 -> 45 : 1
45|46 -> 35 : 1
45|35 -> 35 : 1
45|35 -> 55 : 1
55|45 -> 65 : 1
65|55 -> 64 : 1
64|65 -> 63 : 1
63|64 -> 64 : 1
64|63 -> 74 : 1
74|64 -> 73 : 1
74|64 -> 75 : 1
73|74 -> 63 : 1
73|74 -> 74 : 1
63|73 -> 73 : 2
73|63 -> 63 : 1
73|63 -> 83 : 1
83|73 -> 82 : 1
83|73 -> 84 : 1
82|83 -> 81 : 1
81|82 -> 80 : 1
80|81 -> 90 : 1
90|80 -> 0 : 1
90|0 -> 80 : 1
80|90 -> 81 : 1
81|80 -> 82 : 1
82|81 -> 92 : 1
93|92 -> 92 : 1
93|92 -> 83 : 1
83|93 -> 73 : 1
73|83 -> 72 : 1
72|73 -> 71 : 1
71|72 -> 61 : 1
71|61 -> 72 : 1
72|71 -> 73 : 1
73|72 -> 83 : 1
74|84 -> 73 : 1
74|73 -> 64 : 1
64|74 -> 65 : 1
65|64 -> 55 : 1
55|65 -> 54 : 1
53|54 -> 52 : 1
53|52 -> 43 : 1
53|52 -> 54 : 1
43|53 -> 33 : 1
33|43 -> 43 : 1
43|33 -> 42 : 1
54|53 -> 64 : 1
64|54 -> 74 : 1
85|75 -> 86 : 1
95|96 -> 85 : 1
85|95 -> 95 : 1
95|85 -> 94 : 1
95|94 -> 5
 : 1


***** Distributions ORDER 2 *****
56|66 -> 46 : 1.0
46|56 -> 56 : 1.0
56|46 -> 55 : 1.0
55|56 -> 54 : 1.0
54|55 -> 55 : 0.5
54|55 -> 44 : 0.25
54|55 -> 53 : 0.25
55|54 -> 54 : 0.6666666666666666
55|54 -> 45 : 0.3333333333333333
45|55 -> 35 : 1.0
35|45 -> 34 : 0.6666666666666666
35|45 -> 45 : 0.3333333333333333
34|35 -> 44 : 0.5
34|35 -> 35 : 0.5
44|34 -> 54 : 1.0
54|44 -> 55 : 1.0
44|54 -> 34 : 1.0
34|44 -> 33 : 1.0
33|34 -> 34 : 1.0
34|33 -> 35 : 1.0
35|34 -> 36 : 0.5
35|34 -> 45 : 0.5
46|36 -> 45 : 1.0
45|46 -> 35 : 1.0
45|35 -> 35 : 0.5
45|35 -> 55 : 0.5
55|45 -> 65 : 1.0
65|55 -> 64 : 1.0
64|65 -> 63 : 1.0
63|64 -> 64 : 1.0
64|63 -> 74 : 1.0
74|64 -> 73 : 0.5
74|64 -> 75 : 0.5
73|74 -> 63 : 0.5
73|74 -> 74 : 0.5
63|73 -> 73 : 1.0
73|63 -> 63 : 0.5
73|63 -> 83 : 0.5
83|73 -> 82 : 0.5
83|73 -> 84 : 0.5
82|83 -> 81 : 1.0
81|82 -> 80 : 1.0
80|81 -> 90 : 1.0
90|80 -> 0 : 1.0
90|0 -> 80 : 1.0
80|90 -> 81 : 1.0
81|80 -> 82 : 1.0
82|81 -> 92 : 1.0
93|92 -> 92 : 0.5
93|92 -> 83 : 0.5
83|93 -> 73 : 1.0
73|83 -> 72 : 1.0
72|73 -> 71 : 1.0
71|72 -> 61 : 1.0
71|61 -> 72 : 1.0
72|71 -> 73 : 1.0
73|72 -> 83 : 1.0
74|84 -> 73 : 1.0
74|73 -> 64 : 1.0
64|74 -> 65 : 1.0
65|64 -> 55 : 1.0
55|65 -> 54 : 1.0
53|54 -> 52 : 1.0
53|52 -> 43 : 0.5
53|52 -> 54 : 0.5
43|53 -> 33 : 1.0
33|43 -> 43 : 1.0
43|33 -> 42 : 1.0
54|53 -> 64 : 1.0
64|54 -> 74 : 1.0
85|75 -> 86 : 1.0
95|96 -> 85 : 1.0
85|95 -> 95 : 1.0
95|85 -> 94 : 1.0
95|94 -> 5
 : 1.0


***** Observations ORDER 3 *****
54|55.56 -> 55 : 1
55|54.55 -> 54 : 1
55|54.55 -> 45 : 1
54|55.54 -> 55 : 1
54|55.54 -> 44 : 1
35|45.55 -> 34 : 1
34|35.45 -> 44 : 1
34|35.45 -> 35 : 1
55|54.44 -> 54 : 1
35|34.33 -> 36 : 1
35|45.46 -> 34 : 1
35|34.35 -> 45 : 1
45|35.34 -> 35 : 1
35|45.35 -> 45 : 1
45|35.45 -> 55 : 1
74|64.63 -> 73 : 1
73|74.64 -> 63 : 1
73|63.73 -> 63 : 1
73|63.73 -> 83 : 1
83|73.63 -> 82 : 1
93|92.82 -> 92 : 1
93|92.93 -> 83 : 1
83|73.72 -> 84 : 1
73|74.84 -> 74 : 1
54|55.65 -> 53 : 1
53|52.53 -> 43 : 1
53|52.42 -> 54 : 1
74|64.54 -> 75 : 1


***** Distributions ORDER 3 *****
54|55.56 -> 55 : 1.0
55|54.55 -> 54 : 0.5
55|54.55 -> 45 : 0.5
54|55.54 -> 55 : 0.5
54|55.54 -> 44 : 0.5
35|45.55 -> 34 : 1.0
34|35.45 -> 44 : 0.5
34|35.45 -> 35 : 0.5
55|54.44 -> 54 : 1.0
35|34.33 -> 36 : 1.0
35|45.46 -> 34 : 1.0
35|34.35 -> 45 : 1.0
45|35.34 -> 35 : 1.0
35|45.35 -> 45 : 1.0
45|35.45 -> 55 : 1.0
74|64.63 -> 73 : 1.0
73|74.64 -> 63 : 1.0
73|63.73 -> 63 : 0.5
73|63.73 -> 83 : 0.5
83|73.63 -> 82 : 1.0
93|92.82 -> 92 : 1.0
93|92.93 -> 83 : 1.0
83|73.72 -> 84 : 1.0
73|74.84 -> 74 : 1.0
54|55.65 -> 53 : 1.0
53|52.53 -> 43 : 1.0
53|52.42 -> 54 : 1.0
74|64.54 -> 75 : 1.0


***** Observations ORDER 4 *****
55|54.55.56 -> 54 : 1
54|55.54.55 -> 55 : 1
55|54.55.54 -> 45 : 1
34|35.45.55 -> 44 : 1
54|55.54.44 -> 44 : 1
34|35.45.46 -> 35 : 1
73|63.73.74 -> 63 : 1
73|63.73.63 -> 83 : 1


***** Distributions ORDER 4 *****
55|54.55.56 -> 54 : 1.0
54|55.54.55 -> 55 : 1.0
55|54.55.54 -> 45 : 1.0
34|35.45.55 -> 44 : 1.0
54|55.54.44 -> 44 : 1.0
34|35.45.46 -> 35 : 1.0
73|63.73.74 -> 63 : 1.0
73|63.73.63 -> 83 : 1.0


***** Observations ORDER 1 *****
17 -> 27 : 1
27 -> 28 : 1
28 -> 18 : 1
18 -> 19 : 1
19 -> 10 : 3
19 -> 29 : 1
19 -> 9 : 1
10 -> 20 : 2
10 -> 0 : 1
10 -> 19 : 1
20 -> 29 : 1
20 -> 30 : 1
20 -> 21 : 1
29 -> 19 : 3
30 -> 31 : 3
30 -> 39 : 1
31 -> 41 : 3
31 -> 30 : 3
31 -> 21 : 1
41 -> 31 : 2
41 -> 42 : 1
21 -> 31 : 2
21 -> 11 : 1
21 -> 20 : 1
42 -> 32 : 1
32 -> 22 : 1
22 -> 21 : 1
11 -> 12 : 1
11 -> 10 : 1
11 -> 21 : 1
12 -> 11 : 1
0 -> 9 : 2
0 -> 90 : 1
0 -> 1 : 2
9 -> 0 : 3
9 -> 99 : 1
90 -> 99 : 2
90 -> 91 : 2
99 -> 90 : 3
91 -> 1 : 1
91 -> 92 : 1
1 -> 0 : 1
1 -> 2 : 1
1 -> 11 : 1
2 -> 3 : 1
2 -> 3
 : 1
3 -> 13 : 2
3 -> 2 : 1
13 -> 14 : 2
14 -> 4 : 2
4 -> 5 : 1
4 -> 3 : 1
5 -> 95 : 1
95 -> 85 : 1
85 -> 86 : 1
86 -> 87 : 1
87 -> 88 : 1
88 -> 98 : 1
98 -> 8 : 1
8 -> 9 : 1
39 -> 49 : 1
39 -> 29 : 1
49 -> 48 : 1
48 -> 47 : 2
48 -> 58 : 1
48 -> 38 : 1
47 -> 48 : 3
58 -> 57 : 1
57 -> 47 : 1
38 -> 39 : 1
92 -> 93 : 1
93 -> 3 : 1


***** Distributions ORDER 1 *****
17 -> 27 : 1.0
27 -> 28 : 1.0
28 -> 18 : 1.0
18 -> 19 : 1.0
19 -> 10 : 0.6
19 -> 29 : 0.2
19 -> 9 : 0.2
10 -> 20 : 0.5
10 -> 0 : 0.25
10 -> 19 : 0.25
20 -> 29 : 0.3333333333333333
20 -> 30 : 0.3333333333333333
20 -> 21 : 0.3333333333333333
29 -> 19 : 1.0
30 -> 31 : 0.75
30 -> 39 : 0.25
31 -> 41 : 0.42857142857142855
31 -> 30 : 0.42857142857142855
31 -> 21 : 0.14285714285714285
41 -> 31 : 0.6666666666666666
41 -> 42 : 0.3333333333333333
21 -> 31 : 0.5
21 -> 11 : 0.25
21 -> 20 : 0.25
42 -> 32 : 1.0
32 -> 22 : 1.0
22 -> 21 : 1.0
11 -> 12 : 0.3333333333333333
11 -> 10 : 0.3333333333333333
11 -> 21 : 0.3333333333333333
12 -> 11 : 1.0
0 -> 9 : 0.4
0 -> 90 : 0.2
0 -> 1 : 0.4
9 -> 0 : 0.75
9 -> 99 : 0.25
90 -> 99 : 0.5
90 -> 91 : 0.5
99 -> 90 : 1.0
91 -> 1 : 0.5
91 -> 92 : 0.5
1 -> 0 : 0.3333333333333333
1 -> 2 : 0.3333333333333333
1 -> 11 : 0.3333333333333333
2 -> 3 : 0.5
2 -> 3
 : 0.5
3 -> 13 : 0.6666666666666666
3 -> 2 : 0.3333333333333333
13 -> 14 : 1.0
14 -> 4 : 1.0
4 -> 5 : 0.5
4 -> 3 : 0.5
5 -> 95 : 1.0
95 -> 85 : 1.0
85 -> 86 : 1.0
86 -> 87 : 1.0
87 -> 88 : 1.0
88 -> 98 : 1.0
98 -> 8 : 1.0
8 -> 9 : 1.0
39 -> 49 : 0.5
39 -> 29 : 0.5
49 -> 48 : 1.0
48 -> 47 : 0.5
48 -> 58 : 0.25
48 -> 38 : 0.25
47 -> 48 : 1.0
58 -> 57 : 1.0
57 -> 47 : 1.0
38 -> 39 : 1.0
92 -> 93 : 1.0
93 -> 3 : 1.0


***** Observations ORDER 2 *****
19|18 -> 10 : 1
10|19 -> 20 : 2
10|19 -> 19 : 1
20|10 -> 29 : 1
20|10 -> 30 : 1
19|29 -> 10 : 2
19|29 -> 29 : 1
30|20 -> 31 : 1
31|30 -> 41 : 3
41|31 -> 31 : 2
41|31 -> 42 : 1
31|41 -> 30 : 1
31|41 -> 21 : 1
30|31 -> 31 : 2
30|31 -> 39 : 1
21|31 -> 31 : 1
31|21 -> 30 : 2
21|22 -> 11 : 1
11|21 -> 12 : 1
11|12 -> 10 : 1
10|11 -> 0 : 1
0|10 -> 9 : 1
9|0 -> 0 : 2
0|9 -> 9 : 1
0|9 -> 90 : 1
0|9 -> 1 : 1
90|0 -> 99 : 1
90|99 -> 99 : 1
90|99 -> 91 : 2
91|90 -> 1 : 1
91|90 -> 92 : 1
1|91 -> 0 : 1
0|1 -> 1 : 1
1|0 -> 2 : 1
1|0 -> 11 : 1
2|1 -> 3 : 1
3|2 -> 13 : 1
4|14 -> 5 : 1
4|14 -> 3 : 1
9|8 -> 0 : 1
11|1 -> 21 : 1
21|11 -> 20 : 1
20|21 -> 21 : 1
21|20 -> 31 : 1
39|30 -> 49 : 1
48|49 -> 47 : 1
48|47 -> 58 : 1
48|47 -> 47 : 1
48|47 -> 38 : 1
39|38 -> 29 : 1
19|10 -> 9 : 1
9|19 -> 99 : 1
3|93 -> 13 : 1
3|4 -> 2 : 1
2|3 -> 3
 : 1


***** Distributions ORDER 2 *****
19|18 -> 10 : 1.0
10|19 -> 20 : 0.6666666666666666
10|19 -> 19 : 0.3333333333333333
20|10 -> 29 : 0.5
20|10 -> 30 : 0.5
19|29 -> 10 : 0.6666666666666666
19|29 -> 29 : 0.3333333333333333
30|20 -> 31 : 1.0
31|30 -> 41 : 1.0
41|31 -> 31 : 0.6666666666666666
41|31 -> 42 : 0.3333333333333333
31|41 -> 30 : 0.5
31|41 -> 21 : 0.5
30|31 -> 31 : 0.6666666666666666
30|31 -> 39 : 0.3333333333333333
21|31 -> 31 : 1.0
31|21 -> 30 : 1.0
21|22 -> 11 : 1.0
11|21 -> 12 : 1.0
11|12 -> 10 : 1.0
10|11 -> 0 : 1.0
0|10 -> 9 : 1.0
9|0 -> 0 : 1.0
0|9 -> 9 : 0.3333333333333333
0|9 -> 90 : 0.3333333333333333
0|9 -> 1 : 0.3333333333333333
90|0 -> 99 : 1.0
90|99 -> 99 : 0.3333333333333333
90|99 -> 91 : 0.6666666666666666
91|90 -> 1 : 0.5
91|90 -> 92 : 0.5
1|91 -> 0 : 1.0
0|1 -> 1 : 1.0
1|0 -> 2 : 0.5
1|0 -> 11 : 0.5
2|1 -> 3 : 1.0
3|2 -> 13 : 1.0
4|14 -> 5 : 0.5
4|14 -> 3 : 0.5
9|8 -> 0 : 1.0
11|1 -> 21 : 1.0
21|11 -> 20 : 1.0
20|21 -> 21 : 1.0
21|20 -> 31 : 1.0
39|30 -> 49 : 1.0
48|49 -> 47 : 1.0
48|47 -> 58 : 0.3333333333333333
48|47 -> 47 : 0.3333333333333333
48|47 -> 38 : 0.3333333333333333
39|38 -> 29 : 1.0
19|10 -> 9 : 1.0
9|19 -> 99 : 1.0
3|93 -> 13 : 1.0
3|4 -> 2 : 1.0
2|3 -> 3
 : 1.0


***** Observations ORDER 3 *****
10|19.18 -> 20 : 1
20|10.19 -> 29 : 1
20|10.19 -> 30 : 1
19|29.20 -> 10 : 1
10|19.29 -> 20 : 1
10|19.29 -> 19 : 1
41|31.30 -> 31 : 2
41|31.30 -> 42 : 1
31|41.31 -> 30 : 1
31|41.31 -> 21 : 1
30|31.41 -> 31 : 1
30|31.21 -> 31 : 1
30|31.21 -> 39 : 1
0|9.0 -> 9 : 1
0|9.0 -> 90 : 1
90|99.90 -> 99 : 1
90|99.90 -> 91 : 1
91|90.99 -> 1 : 1
91|90.99 -> 92 : 1
1|0.1 -> 2 : 1
4|14.13 -> 5 : 1
4|14.13 -> 3 : 1
0|9.8 -> 1 : 1
1|0.9 -> 11 : 1
48|47.48 -> 58 : 1
48|47.48 -> 38 : 1
48|47.57 -> 47 : 1
19|29.39 -> 29 : 1
19|29.19 -> 10 : 1
90|99.9 -> 91 : 1


***** Distributions ORDER 3 *****
10|19.18 -> 20 : 1.0
20|10.19 -> 29 : 0.5
20|10.19 -> 30 : 0.5
